timestamp,plant_name,generation
2024-01-04 12:00:00,영흥풍력 2,3212.16
2024-01-04 13:00:00,삼천포풍력 1,0.0
2024-01-04 13:00:00,어음풍력 1,58.296
2024-01-04 13:00:00,영흥풍력 1,132.305
2024-01-04 13:00:00,군위 화산풍력 1,154.274
2024-01-04 13:00:00,영흥풍력 2,833.28
2024-01-04 14:00:00,삼천포풍력 1,0.0
2024-01-04 14:00:00,어음풍력 1,257.32
2024-01-04 14:00:00,영흥풍력 1,0.0
2024-01-04 14:00:00,군위 화산풍력 1,67.495
2024-01-04 14:00:00,영흥풍력 2,483.84
2024-01-04 15:00:00,삼천포풍력 1,0.0
2024-01-04 15:00:00,어음풍력 1,37.52
2024-01-04 15:00:00,영흥풍력 1,78.852
2024-01-04 15:00:00,군위 화산풍력 1,9.642
2024-01-04 15:00:00,영흥풍력 2,489.6
2024-01-04 16:00:00,삼천포풍력 1,0.0
2024-01-04 16:00:00,어음풍력 1,42.616
2024-01-04 16:00:00,영흥풍력 1,264.39
2024-01-04 16:00:00,군위 화산풍력 1,0.0
2024-01-04 16:00:00,영흥풍력 2,1184.64
2024-01-04 17:00:00,삼천포풍력 1,0.0
2024-01-04 17:00:00,어음풍력 1,64.68
2024-01-04 17:00:00,영흥풍력 1,173.551
2024-01-04 17:00:00,군위 화산풍력 1,0.0
2024-01-04 17:00:00,영흥풍력 2,2119.68
2024-01-04 18:00:00,삼천포풍력 1,0.0
2024-01-04 18:00:00,어음풍력 1,0.0
2024-01-04 18:00:00,영흥풍력 1,407.075
2024-01-04 18:00:00,군위 화산풍력 1,0.0
2024-01-04 18:00:00,영흥풍력 2,2958.72
2024-01-04 19:00:00,삼천포풍력 1,0.0
2024-01-04 19:00:00,어음풍력 1,0.0
2024-01-04 19:00:00,영흥풍력 1,464.725
2024-01-04 19:00:00,군위 화산풍력 1,144.632
2024-01-04 19:00:00,영흥풍력 2,5930.88
2024-01-04 20:00:00,삼천포풍력 1,0.0
2024-01-04 20:00:00,어음풍력 1,123.312
2024-01-04 20:00:00,영흥풍력 1,489.732
2024-01-04 20:00:00,군위 화산풍력 1,298.905
2024-01-04 20:00:00,영흥풍력 2,5940.48
2024-01-04 21:00:00,삼천포풍력 1,0.0
2024-01-04 21:00:00,어음풍력 1,1311.072
2024-01-04 21:00:00,영흥풍력 1,526.288
2024-01-04 21:00:00,군위 화산풍력 1,144.632
2024-01-04 21:00:00,영흥풍력 2,5644.8
2024-01-04 22:00:00,삼천포풍력 1,0.0
2024-01-04 22:00:00,어음풍력 1,1861.16
2024-01-04 22:00:00,영흥풍력 1,1046.703
2024-01-04 22:00:00,군위 화산풍력 1,173.558
2024-01-04 22:00:00,영흥풍력 2,6545.28
2024-01-04 23:00:00,삼천포풍력 1,0.0
2024-01-04 23:00:00,어음풍력 1,3881.136
2024-01-04 23:00:00,영흥풍력 1,1137.536
2024-01-04 23:00:00,군위 화산풍력 1,163.916
2024-01-04 23:00:00,영흥풍력 2,5009.28
2024-01-05 00:00:00,삼천포풍력 1,0.0
2024-01-05 00:00:00,어음풍력 1,6337.296
2024-01-05 00:00:00,영흥풍력 1,966.817
2024-01-05 00:00:00,군위 화산풍력 1,250.695
2024-01-05 00:00:00,영흥풍력 2,2895.36
2024-01-05 01:00:00,삼천포풍력 1,0.0
2024-01-05 01:00:00,어음풍력 1,12657.736
2024-01-05 01:00:00,영흥풍력 1,980.812
2024-01-05 01:00:00,군위 화산풍력 1,424.253
2024-01-05 01:00:00,영흥풍력 2,2563.2
